Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Product ID,Promotion Flag,Promotion Details,Customer Age Group,Customer Loyalty Status,Current Stock Level,Restocking Date,Restocking Quantity,Stockout Indicator,Turnover Rate,Lead Time,Shelf Life,Temperature,Weather Condition,Weather Impact Indicator,Rolling Average Sales,Seasonality Index
189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.67,2,8.767,184.107,2019-03-10 00:00:00,12:17,Credit card,175.34,4.761904762,8.767,7.7,P006,No,N/A,18-24,Normal,319,2019-03-14,428,No,Low,2,21,84,Rainy,Yes,3.8,0.8923206428355236
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,463.89,2019-01-25 00:00:00,19:48,Cash,441.8,4.761904762,22.09,9.6,P005,Yes,10% off,18-24,Normal,604,2019-01-26,451,No,Medium,3,13,96,Rainy,Yes,3.8,1.0431470065933919
848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.89,9,11.2005,235.2105,2019-03-15 00:00:00,15:36,Cash,224.01,4.761904762,11.2005,7.4,P001,No,N/A,45-54,Normal,597,2019-03-17,226,No,Low,2,19,82,Sunny,No,5.0,1.056990267486312
871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13,5,23.5325,494.1825,2019-02-25 00:00:00,19:39,Credit card,470.65,4.761904762,23.5325,4.8,P006,No,N/A,45-54,Normal,120,2019-03-02,266,No,Low,4,6,73,Sunny,No,4.4,0.8853135233497889
149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,2019-01-28 00:00:00,12:43,Cash,702.63,4.761904762,35.1315,4.5,P004,No,N/A,18-24,Member,690,2019-02-03,165,No,High,2,20,82,Rainy,Yes,6.0,1.1313226936388656
640-49-2076,B,Mandalay,Normal,Male,Sports and travel,83.78,8,33.512,703.752,2019-01-10 00:00:00,14:49,Cash,670.24,4.761904762,33.512,5.1,P004,No,N/A,45-54,Normal,220,2019-01-13,441,No,Medium,4,20,71,Snowy,Yes,7.2,0.9066674060903234
595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58,2,9.658,202.818,2019-03-15 00:00:00,10:12,Credit card,193.16,4.761904762,9.658,5.1,P001,No,N/A,18-24,Normal,779,2019-03-21,226,No,Low,4,17,73,Snowy,Yes,6.6,0.9102589033201844
183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,2019-02-06 00:00:00,10:42,Ewallet,397.68,4.761904762,19.884,7.5,P005,No,N/A,25-34,Member,947,2019-02-08,383,No,Low,2,28,90,Snowy,Yes,5.6,0.8750801258463152
232-16-2483,C,Naypyitaw,Member,Female,Sports and travel,68.12,1,3.406,71.526,2019-01-07 00:00:00,12:28,Ewallet,68.12,4.761904762,3.406,6.8,P004,No,N/A,25-34,Member,992,2019-01-09,127,No,Low,3,10,70,Snowy,Yes,4.8,1.1332980954245158
129-29-8530,A,Yangon,Member,Male,Sports and travel,62.62,5,15.655,328.755,2019-03-10 00:00:00,19:15,Ewallet,313.1,4.761904762,15.655,7.0,P004,Yes,10% off,18-24,Member,826,2019-03-13,476,No,Low,4,25,75,Rainy,Yes,4.0,1.1557180143954011
272-65-1806,A,Yangon,Normal,Female,Electronic accessories,60.88,9,27.396,575.316,2019-01-15 00:00:00,17:17,Ewallet,547.92,4.761904762,27.396,4.7,P002,No,N/A,45-54,Normal,883,2019-01-20,78,No,Low,1,23,63,Sunny,No,4.2,1.0607984147668965
333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92,8,21.968,461.328,2019-03-23 00:00:00,13:24,Ewallet,439.36,4.761904762,21.968,7.6,P001,No,N/A,45-54,Normal,770,2019-03-24,168,No,Medium,4,22,52,Cloudy,No,5.4,0.8247455049245289
777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12,8,12.048,253.008,2019-03-03 00:00:00,13:01,Cash,240.96,4.761904762,12.048,7.7,P003,No,N/A,25-34,Member,603,2019-03-05,149,No,Low,1,15,60,Sunny,No,6.2,1.1330658652905266
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,91.056,2019-01-17 00:00:00,18:45,Ewallet,86.72,4.761904762,4.336,7.9,P003,No,N/A,35-44,Member,128,2019-01-20,360,No,High,1,17,64,Rainy,Yes,6.2,0.9013660182449366
554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,5.611,117.831,2019-02-02 00:00:00,10:11,Cash,112.22,4.761904762,5.611,6.3,P003,No,N/A,45-54,Member,202,2019-02-04,200,No,Low,2,24,67,Rainy,Yes,5.6,0.9203099456052897
354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.456,2019-02-08 00:00:00,13:03,Cash,414.72,4.761904762,20.736,5.6,P004,Yes,10% off,35-44,Member,308,2019-02-12,490,No,High,3,24,55,Rainy,Yes,5.0,0.8283643536943324
228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.7,8,39.48,829.08,2019-03-04 00:00:00,20:39,Cash,789.6,4.761904762,39.48,7.6,P005,Yes,10% off,18-24,Member,738,2019-03-07,164,No,High,1,14,81,Cloudy,No,5.0,0.8426291479541396
617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37,2,1.537,32.277,2019-03-16 00:00:00,19:47,Cash,30.74,4.761904762,1.537,7.2,P001,No,N/A,35-44,Member,771,2019-03-20,113,No,High,4,5,88,Cloudy,No,3.8,0.8191278951414382
132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.96,4,18.792,394.632,2019-03-09 00:00:00,18:00,Cash,375.84,4.761904762,18.792,9.5,P002,Yes,10% off,35-44,Member,420,2019-03-15,383,No,High,3,5,72,Sunny,No,4.4,1.060212041064745
370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.5105,535.7205,2019-02-27 00:00:00,17:24,Credit card,510.21,4.761904762,25.5105,8.4,P001,Yes,10% off,45-54,Member,337,2019-03-03,368,No,Medium,2,26,67,Rainy,Yes,5.8,0.848040339709283
727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,2019-02-06 00:00:00,15:47,Ewallet,180.09,4.761904762,9.0045,4.1,P005,No,N/A,18-24,Member,299,2019-02-11,136,No,Medium,4,14,56,Rainy,Yes,6.4,0.820469976235725
669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.679,119.259,2019-02-10 00:00:00,12:45,Credit card,113.58,4.761904762,5.679,8.1,P002,No,N/A,35-44,Member,930,2019-02-15,79,No,Medium,3,14,66,Sunny,No,6.0,1.0164352394245806
574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63,10,41.315,867.615,2019-03-19 00:00:00,17:08,Ewallet,826.3,4.761904762,41.315,7.9,P006,No,N/A,45-54,Member,328,2019-03-20,181,No,High,3,14,77,Sunny,No,7.6,0.9263317292744567
326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,31.99,671.79,2019-02-03 00:00:00,10:19,Cash,639.8,4.761904762,31.99,9.5,P005,Yes,10% off,25-34,Member,960,2019-02-08,271,No,High,4,17,52,Snowy,Yes,8.2,1.1141797253335368
162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,2019-02-10 00:00:00,15:10,Cash,222.95,4.761904762,11.1475,8.5,P005,No,N/A,35-44,Member,498,2019-02-12,208,No,Low,4,23,98,Rainy,Yes,7.4,0.8566615826061103
616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.87,4,3.574,75.054,2019-03-22 00:00:00,14:42,Ewallet,71.48,4.761904762,3.574,6.5,P006,No,N/A,25-34,Member,664,2019-03-23,319,No,Medium,2,18,60,Sunny,No,6.4,0.8005105669671779
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,0.7715,16.2015,2019-01-25 00:00:00,15:46,Credit card,15.43,4.761904762,0.7715,6.1,P006,No,N/A,35-44,Member,830,2019-01-30,325,No,High,4,23,52,Snowy,Yes,5.4,0.8310340292724818
242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,1.616,33.936,2019-03-07 00:00:00,11:49,Ewallet,32.32,4.761904762,1.616,6.5,P003,Yes,10% off,18-24,Normal,153,2019-03-10,239,No,Medium,1,15,80,Rainy,Yes,3.8,1.1623528852214282
399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.392,722.232,2019-02-28 00:00:00,19:01,Cash,687.84,4.761904762,34.392,8.2,P002,No,N/A,45-54,Normal,585,2019-03-04,488,No,High,4,27,69,Snowy,Yes,4.0,0.8735613170633011
106-35-6779,A,Yangon,Member,Male,Home and lifestyle,44.34,2,4.434,93.114,2019-03-27 00:00:00,11:26,Cash,88.68,4.761904762,4.434,5.8,P003,Yes,10% off,18-24,Member,933,2019-03-28,88,No,Low,2,20,72,Cloudy,No,3.4,0.9897338765038736
635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,8,35.84,752.64,2019-02-07 00:00:00,11:28,Ewallet,716.8,4.761904762,35.84,6.6,P001,Yes,10% off,18-24,Normal,132,2019-02-12,473,No,Medium,3,21,80,Sunny,No,4.2,0.9675843330364586
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,2019-01-20 00:00:00,15:55,Cash,723.5,4.761904762,36.175,5.4,P003,No,N/A,18-24,Member,129,2019-01-22,206,No,Medium,1,18,64,Sunny,No,6.0,0.891555026242903
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,2019-03-12 00:00:00,20:36,Cash,183.66,4.761904762,9.183,9.3,P002,No,N/A,35-44,Normal,272,2019-03-13,486,No,Medium,3,9,59,Snowy,Yes,6.8,0.888994787209228
285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.711,77.931,2019-02-15 00:00:00,17:47,Credit card,74.22,4.761904762,3.711,10.0,P004,No,N/A,35-44,Member,564,2019-02-18,306,No,High,4,13,99,Snowy,Yes,5.8,1.010683822967192
803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,2019-02-24 00:00:00,10:55,Ewallet,334.38,4.761904762,16.719,7.0,P003,No,N/A,18-24,Normal,464,2019-03-01,141,No,High,3,15,75,Cloudy,No,6.6,0.9791050808390052
347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,2019-02-03 00:00:00,13:40,Ewallet,495.63,4.761904762,24.7815,10.0,P004,No,N/A,25-34,Member,308,2019-02-08,339,No,High,4,24,98,Sunny,No,6.8,1.1667614022228396
199-75-8169,A,Yangon,Member,Male,Sports and travel,15.81,10,7.905,166.005,2019-03-06 00:00:00,12:27,Credit card,158.1,4.761904762,7.905,8.6,P004,Yes,10% off,45-54,Member,130,2019-03-10,482,No,Low,1,14,62,Rainy,Yes,6.8,1.172834433529971
853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,15.148,318.108,2019-02-14 00:00:00,14:35,Cash,302.96,4.761904762,15.148,7.6,P001,No,N/A,45-54,Member,408,2019-02-16,118,No,Medium,2,8,54,Snowy,Yes,6.4,0.9865100531400952
877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87,10,7.935,166.635,2019-03-13 00:00:00,16:40,Cash,158.7,4.761904762,7.935,5.8,P001,Yes,10% off,25-34,Member,541,2019-03-17,447,No,High,3,5,78,Cloudy,No,7.8,0.8130197641034869
838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,3.347,70.287,2019-02-10 00:00:00,15:43,Ewallet,66.94,4.761904762,3.347,6.7,P001,Yes,10% off,35-44,Normal,685,2019-02-13,221,No,Low,1,6,71,Rainy,Yes,7.0,1.1478577028316734
109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.61,6,29.283,614.943,2019-01-07 00:00:00,15:01,Ewallet,585.66,4.761904762,29.283,9.9,P006,Yes,10% off,25-34,Member,301,2019-01-12,461,No,Medium,3,20,53,Snowy,Yes,6.4,0.9128465457344708
232-11-3025,A,Yangon,Normal,Male,Sports and travel,78.77,10,39.385,827.085,2019-01-24 00:00:00,10:04,Cash,787.7,4.761904762,39.385,6.4,P004,No,N/A,45-54,Normal,407,2019-01-27,412,No,Low,1,28,88,Sunny,No,6.4,1.0475354266406918
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,2019-02-02 00:00:00,18:50,Cash,18.33,4.761904762,0.9165,4.3,P001,Yes,10% off,25-34,Member,123,2019-02-04,368,No,Medium,4,12,89,Sunny,No,5.8,1.1038271523813732
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,44.74,939.54,2019-01-06 00:00:00,12:46,Credit card,894.8,4.761904762,44.74,9.6,P005,Yes,10% off,25-34,Normal,942,2019-01-11,330,No,Low,2,23,59,Sunny,No,5.8,0.8987300650354099
796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,2019-02-11 00:00:00,16:19,Cash,621.2,4.761904762,31.06,5.9,P006,No,N/A,35-44,Normal,573,2019-02-17,145,No,Medium,3,24,56,Rainy,Yes,7.4,0.8426728206891172
510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.838,2019-03-05 00:00:00,18:17,Ewallet,145.56,4.761904762,7.278,4.0,P005,No,N/A,18-24,Member,100,2019-03-06,405,No,Low,1,19,94,Rainy,Yes,6.8,1.0151120639051951
841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,22.773,478.233,2019-03-09 00:00:00,18:21,Cash,455.46,4.761904762,22.773,8.7,P002,Yes,10% off,45-54,Normal,737,2019-03-11,173,No,High,4,22,58,Cloudy,No,6.0,1.1994538681591869
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,2019-01-22 00:00:00,10:55,Ewallet,672.03,4.761904762,33.6015,9.4,P003,Yes,10% off,45-54,Normal,781,2019-01-23,251,No,Medium,4,11,90,Cloudy,No,7.6,0.9729769952656557
732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,20.825,437.325,2019-01-13 00:00:00,17:04,Credit card,416.5,4.761904762,20.825,5.4,P002,No,N/A,45-54,Normal,824,2019-01-16,251,No,Low,1,18,67,Rainy,Yes,7.6,0.8025727525113071
263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,49.04,9,22.068,463.428,2019-01-09 00:00:00,14:20,Credit card,441.36,4.761904762,22.068,8.6,P006,No,N/A,35-44,Member,236,2019-01-14,190,No,High,1,13,63,Rainy,Yes,7.4,1.03580217011341
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,2019-01-12 00:00:00,15:48,Credit card,180.09,4.761904762,9.0045,5.7,P006,No,N/A,18-24,Member,203,2019-01-13,78,No,Medium,4,22,80,Rainy,Yes,8.6,1.0116162321239868
829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.31,10,39.155,822.255,2019-03-05 00:00:00,16:24,Ewallet,783.1,4.761904762,39.155,6.6,P005,No,N/A,18-24,Member,463,2019-03-11,267,No,High,1,10,57,Cloudy,No,9.4,0.8341814062599484
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.095,106.995,2019-01-22 00:00:00,18:56,Cash,101.9,4.761904762,5.095,6.0,P001,No,N/A,25-34,Normal,912,2019-01-26,109,No,Low,4,25,60,Cloudy,No,8.6,0.8701864346736421
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.757,624.897,2019-01-21 00:00:00,14:42,Credit card,595.14,4.761904762,29.757,5.5,P001,Yes,10% off,25-34,Normal,719,2019-01-27,166,No,High,2,19,77,Snowy,Yes,7.8,0.9004526591081009
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.502,304.542,2019-01-26 00:00:00,19:56,Ewallet,290.04,4.761904762,14.502,6.4,P005,Yes,10% off,35-44,Normal,354,2019-01-28,249,No,Low,2,24,62,Rainy,Yes,6.6,0.8333624323654714
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,2019-01-23 00:00:00,18:37,Ewallet,154.0,4.761904762,7.7,6.6,P005,No,N/A,35-44,Normal,233,2019-01-25,386,No,High,4,17,56,Rainy,Yes,6.4,0.8559313561058782
787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,2019-02-23 00:00:00,18:45,Credit card,321.44,4.761904762,16.072,8.3,P005,No,N/A,45-54,Member,262,2019-02-27,251,No,Low,2,8,99,Rainy,Yes,5.2,0.90128815659029
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,2019-03-09 00:00:00,10:17,Cash,244.55,4.761904762,12.2275,6.6,P004,No,N/A,18-24,Member,856,2019-03-12,332,No,High,2,19,53,Cloudy,No,5.2,1.1652455930831274
730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.06,7,29.071,610.491,2019-03-05 00:00:00,14:31,Ewallet,581.42,4.761904762,29.071,4.0,P004,Yes,10% off,45-54,Normal,796,2019-03-09,290,No,Low,4,12,68,Rainy,Yes,5.4,0.9006280316879776
362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52,5,19.13,401.73,2019-03-25 00:00:00,10:23,Cash,382.6,4.761904762,19.13,9.9,P006,No,N/A,25-34,Normal,963,2019-03-26,199,No,High,3,27,56,Rainy,Yes,5.8,0.957648792699638
633-44-8566,A,Yangon,Member,Male,Food and beverages,49.38,7,17.283,362.943,2019-03-27 00:00:00,20:35,Credit card,345.66,4.761904762,17.283,7.3,P005,Yes,10% off,45-54,Member,763,2019-04-02,288,No,Low,3,21,58,Sunny,No,5.6,0.9897137870472461
504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.47,1,2.1235,44.5935,2019-01-02 00:00:00,16:57,Cash,42.47,4.761904762,2.1235,5.7,P004,Yes,10% off,35-44,Normal,124,2019-01-04,332,No,High,3,11,85,Cloudy,No,5.0,0.9134595686027586
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.097,485.037,2019-02-27 00:00:00,17:55,Cash,461.94,4.761904762,23.097,6.1,P001,No,N/A,35-44,Normal,186,2019-03-05,463,No,High,2,6,93,Sunny,No,5.2,1.1116380451597256
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,2019-01-23 00:00:00,10:25,Cash,189.52,4.761904762,9.476,7.1,P003,No,N/A,45-54,Member,768,2019-01-29,109,No,High,4,12,97,Sunny,No,4.6,1.0459706324871882
225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,44.86,10,22.43,471.03,2019-01-26 00:00:00,19:54,Ewallet,448.6,4.761904762,22.43,8.2,P004,No,N/A,45-54,Normal,144,2019-02-01,116,No,High,3,8,58,Snowy,Yes,5.6,1.0154978006982762
873-51-0671,A,Yangon,Member,Female,Sports and travel,21.98,7,7.693,161.553,2019-01-10 00:00:00,16:42,Ewallet,153.86,4.761904762,7.693,5.1,P004,No,N/A,45-54,Member,242,2019-01-16,350,No,Medium,1,28,57,Cloudy,No,5.6,1.0898755555327462
152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36,9,28.962,608.202,2019-03-12 00:00:00,12:09,Credit card,579.24,4.761904762,28.962,8.6,P001,No,N/A,45-54,Member,477,2019-03-13,417,No,Medium,3,21,73,Sunny,No,7.2,0.8774665595927332
